STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
LA,ST. MARTIN PARISH,21.5,27.3,19.76,41.00,60.88
LA,ST. MARY PARISH,23.6,27.0,15.62,23.20,38.04
LA,ST. TAMMANY PARISH,9.7,13.7,12.44,20.70,43.02
LA,TANGIPAHOA PARISH,22.7,31.5,25.97,40.20,53.77
LA,TENSAS PARISH,36.3,46.3,41.17,59.90,67.39
LA,TERREBONNE PARISH,19.1,24.2,14.40,17.80,34.44
LA,UNION PARISH,18.6,23.9,22.23,31.60,52.78
LA,VERMILION PARISH,22.1,26.5,17.31,28.80,43.88
LA,VERNON PARISH,15.3,18.4,18.27,23.40,54.80
LA,WASHINGTON PARISH,24.7,31.6,24.89,33.00,43.40
LA,WEBSTER PARISH,20.2,25.1,19.99,25.40,39.43
LA,WEST BATON ROUGE PARISH,17.0,20.3,17.73,31.30,45.68
LA,WEST CARROLL PARISH,23.4,27.4,32.07,42.60,58.50
LA,WEST FELICIANA PARISH,19.9,33.8,33.42,48.10,65.64
LA,WINN PARISH,21.5,27.5,25.75,37.50,55.82
ME,MAINE STATE,10.9,10.8,12.97,13.60,23.65
ME,ANDROSCOGGIN COUNTY,11.1,11.4,12.63,12.60,19.27
ME,AROOSTOOK COUNTY,14.3,14.5,16.20,19.50,37.09
ME,CUMBERLAND COUNTY,7.9,8.0,10.54,10.70,17.03
ME,FRANKLIN COUNTY,14.6,12.5,12.81,11.60,25.34
ME,HANCOCK COUNTY,10.2,10.0,14.56,16.90,28.59
ME,KENNEBEC COUNTY,11.1,10.2,11.77,11.20,20.84
ME,KNOX COUNTY,10.1,11.9,14.39,15.70,27.84
ME,LINCOLN COUNTY,10.1,9.6,16.74,15.30,31.48
ME,OXFORD COUNTY,11.8,12.5,12.67,13.10,21.22
ME,PENOBSCOT COUNTY,13.7,13.0,13.03,13.30,20.57
ME,PISCATAQUIS COUNTY,14.8,15.2,14.11,14.90,24.59
ME,SAGADAHOC COUNTY,8.6,7.2,11.20,13.30,21.46
ME,SOMERSET COUNTY,14.9,14.5,16.33,15.90,25.41
ME,WALDO COUNTY,13.9,16.0,19.98,17.00,30.57
ME,WASHINGTON COUNTY,19.0,19.3,21.64,23.20,39.97
ME,YORK COUNTY,8.2,6.8,9.84,11.70,20.50
MD,MARYLAND STATE,8.5,8.3,9.82,10.10,17.41
MD,ALLEGANY COUNTY,14.8,16.5,12.22,14.70,22.70
MD,ANNE ARUNDEL COUNTY,5.1,4.5,6.25,7.10,14.68
MD,BALTIMORE CITY,22.9,21.9,22.94,18.40,23.19
MD,BALTIMORE COUNTY,6.5,5.5,5.27,4.50,7.29
MD,CALVERT COUNTY,4.4,5.2,10.31,19.00,37.65
MD,CAROLINE COUNTY,11.7,11.8,13.52,21.00,34.30
MD,CARROLL COUNTY,3.8,3.8,5.26,8.60,19.51
MD,CECIL COUNTY,7.2,7.5,9.40,10.40,22.20
MD,CHARLES COUNTY,5.5,5.0,8.90,12.20,29.27
MD,DORCHESTER COUNTY,13.8,14.2,14.46,19.20,39.41
MD,FREDERICK COUNTY,4.5,4.8,6.68,10.30,23.47
MD,GARRETT COUNTY,13.3,14.7,15.78,26.50,43.42
MD,HARFORD COUNTY,4.9,5.1,7.50,7.70,18.05
MD,HOWARD COUNTY,3.9,3.1,3.61,5.20,16.25
MD,KENT COUNTY,13.0,11.5,13.24,17.00,32.69
MD,MONTGOMERY COUNTY,5.4,4.2,4.34,4.20,6.29
MD,PRINCE GEORGE'S COUNTY,7.7,5.8,8.83,5.80,
MD,QUEEN ANNE'S COUNTY,6.3,6.7,36.73,18.40,
MD,SOMERSET COUNTY,20.1,16.0,15.72,28.10,44.41
MD,ST. MARY'S COUNTY,7.2,7.3,33.71,16.50,
MD,TALBOT COUNTY,8.3,8.5,10.23,17.90,31.95
MD,WASHINGTON COUNTY,9.5,9.3,10.83,12.50,22.75
MD,WICOMICO COUNTY,12.8,11.6,12.53,16.20,27.26
MD,WORCESTER COUNTY,9.6,11.0,13.16,21.70,40.27
MA,MASSACHUSETTS STATE,9.3,8.9,9.59,8.60,12.24
MA,BARNSTABLE COUNTY,6.9,7.5,8.94,10.90,17.71
MA,BERKSHIRE COUNTY,9.5,8.7,9.50,8.50,13.85
MA,BRISTOL COUNTY,10.0,9.1,10.11,10.50,16.66
MA,DUKES COUNTY,7.3,6.7,9.65,8.60,24.35
MA,ESSEX COUNTY,8.9,9.3,9.07,7.80,12.04
MA,FRANKLIN COUNTY,9.4,9.6,10.84,8.30,15.13
MA,HAMPDEN COUNTY,14.7,13.0,11.72,9.30,11.98
MA,HAMPSHIRE COUNTY,9.4,10.7,11.36,10.00,11.66
MA,MIDDLESEX COUNTY,6.5,6.2,6.97,6.50,9.05
MA,NANTUCKET COUNTY,7.5,5.7,5.61,12.80,15.70
MA,NORFOLK COUNTY,4.6,4.5,5.48,4.90,7.28
MA,PLYMOUTH COUNTY,6.6,6.6,7.97,7.10,12.35
MA,SUFFOLK COUNTY,19.0,18.1,19.12,15.30,17.28
MA,WORCESTER COUNTY,9.2,8.3,9.09,7.90,12.50
MI,MICHIGAN STATE,10.5,13.1,10.44,9.40,15.87
MI,ALCONA COUNTY,12.6,17.3,16.46,19.90,29.34
MI,ALGER COUNTY,10.3,14.5,12.86,12.80,28.37
MI,ALLEGAN COUNTY,7.3,9.5,8.46,11.20,17.03
MI,ALPENA COUNTY,10.5,13.5,10.56,11.70,17.56
MI,ANTRIM COUNTY,9.0,13.2,10.89,11.80,33.40
MI,ARENAC COUNTY,13.9,20.6,15.30,14.30,29.53
MI,BARAGA COUNTY,11.1,16.8,12.04,13.80,31.56
MI,BARRY COUNTY,5.5,9.1,8.67,10.10,17.26
MI,BAY COUNTY,9.7,12.5,9.35,8.30,14.29
MI,BENZIE COUNTY,7.0,12.9,12.27,14.40,26.53
MI,BERRIEN COUNTY,12.7,14.7,13.48,11.80,15.18
MI,BRANCH COUNTY,9.3,14.1,10.67,11.80,19.36
MI,CALHOUN COUNTY,11.3,14.3,10.64,10.10,14.07
MI,CASS COUNTY,9.9,11.9,11.03,10.70,20.34
MI,CHARLEVOIX COUNTY,8.0,10.4,11.10,13.50,25.22
MI,CHEBOYGAN COUNTY,12.2,15.6,14.80,15.70,32.56
MI,CHIPPEWA COUNTY,12.8,17.1,14.57,18.70,22.80
MI,CLARE COUNTY,16.0,23.7,15.99,16.90,31.43
MI,CLINTON COUNTY,4.6,6.0,5.72,6.30,16.94
MI,CRAWFORD COUNTY,12.7,14.6,13.96,15.80,30.41
MI,DELTA COUNTY,9.5,14.6,11.57,13.00,23.30
MI,DICKINSON COUNTY,9.1,9.9,8.75,12.50,23.39
MI,EATON COUNTY,5.8,6.8,5.90,6.50,13.91
MI,EMMET COUNTY,7.4,8.5,10.23,13.00,27.33
MI,GENESEE COUNTY,13.1,16.5,10.62,8.50,13.74
MI,GLADWIN COUNTY,13.8,22.3,14.73,12.50,24.02
MI,GOGEBIC COUNTY,14.4,14.9,12.07,16.50,25.86
MI,GRAND TRAVERSE COUNTY,5.9,8.5,8.26,9.40,20.07
MI,GRATIOT COUNTY,10.3,14.1,11.69,10.80,19.88
MI,HILLSDALE COUNTY,8.2,12.8,10.76,11.30,21.59
MI,HOUGHTON COUNTY,16.8,21.0,16.98,24.60,29.24
MI,HURON COUNTY,10.2,15.0,12.44,17.10,30.86
MI,INGHAM COUNTY,14.6,16.6,13.21,10.00,12.92
MI,IONIA COUNTY,8.7,11.3,9.18,9.90,19.88
MI,IOSCO COUNTY,12.7,14.2,11.80,14.80,25.56
MI,IRON COUNTY,11.3,17.1,11.94,14.10,21.53
MI,ISABELLA COUNTY,20.4,24.9,18.88,16.70,22.30
MI,JACKSON COUNTY,9.0,12.0,9.33,8.50,12.72
MI,KALAMAZOO COUNTY,12.0,13.5,10.68,9.10,11.88
MI,KALKASKA COUNTY,10.5,14.2,14.39,20.40,37.05
MI,KENT COUNTY,8.9,9.2,8.72,8.80,13.07
MI,KEWEENAW COUNTY,12.7,20.6,13.23,26.30,30.77
MI,LAKE COUNTY,19.4,26.4,24.29,27.50,43.54
MI,LAPEER COUNTY,5.4,8.2,7.14,9.10,19.65
MI,LEELANAU COUNTY,5.4,9.0,8.28,12.70,32.60
MI,LENAWEE COUNTY,6.7,10.4,8.45,8.70,16.91
MI,LIVINGSTON COUNTY,3.4,4.1,4.82,5.80,17.35
MI,LUCE COUNTY,14.9,17.7,12.63,10.60,29.29
MI,MACKINAC COUNTY,10.5,16.4,13.03,16.10,29.27
MI,MACOMB COUNTY,5.6,5.2,4.62,4.30,9.50
MI,MANISTEE COUNTY,10.3,17.6,10.74,13.70,19.24
MI,MARQUETTE COUNTY,10.9,12.6,9.84,11.30,20.12
MI,MASON COUNTY,11.0,14.1,12.10,11.10,19.04
MI,MECOSTA COUNTY,16.1,25.1,18.25,16.40,28.93
MI,MENOMINEE COUNTY,11.5,12.8,9.75,13.90,28.96
MI,MIDLAND COUNTY,8.4,11.1,8.00,6.40,12.71
MI,MISSAUKEE COUNTY,10.7,17.3,14.33,20.30,34.28
MI,MONROE COUNTY,7.0,8.6,7.25,6.70,16.03
MI,MONTCALM COUNTY,10.9,15.3,11.99,12.80,23.41
MI,MONTMORENCY COUNTY,12.8,17.5,20.20,20.80,33.30
MI,MUSKEGON COUNTY,11.4,15.3,12.29,10.00,15.22
MI,NEWAYGO COUNTY,11.6,15.9,13.63,14.60,26.09
MI,OAKLAND COUNTY,5.5,6.0,5.33,5.00,9.86
MI,OCEANA COUNTY,14.7,17.9,13.25,17.80,24.52
MI,OGEMAW COUNTY,14.0,21.8,18.39,20.20,36.16
MI,ONTONAGON COUNTY,10.4,13.2,12.64,10.60,25.42
MI,OSCEOLA COUNTY,12.7,18.5,14.12,16.30,29.90
MI,OSCODA COUNTY,14.6,17.8,15.36,21.40,30.34
MI,OTSEGO COUNTY,6.8,9.5,9.40,9.50,27.03
MI,OTTAWA COUNTY,5.5,6.0,6.05,6.20,12.25
MI,PRESQUE ISLE COUNTY,10.3,14.7,16.46,17.60,25.14
MI,ROSCOMMON COUNTY,12.4,18.1,12.91,16.50,26.78
MI,SAGINAW COUNTY,13.9,17.2,11.67,9.30,16.08
MI,SANILAC COUNTY,10.4,14.3,11.61,13.70,24.21
MI,SCHOOLCRAFT COUNTY,12.2,16.6,13.80,17.60,30.46
MI,SHIAWASSEE COUNTY,7.8,10.6,7.90,8.10,15.28
MI,ST. CLAIR COUNTY,7.8,10.9,9.68,10.30,20.05
MI,ST. JOSEPH COUNTY,11.3,11.5,9.67,10.30,17.23
MI,TUSCOLA COUNTY,8.2,12.9,9.74,11.10,21.01
MI,VAN BUREN COUNTY,11.1,15.1,13.51,13.50,20.70
MI,WASHTENAW COUNTY,11.1,12.2,10.96,10.70,13.16
MI,WAYNE COUNTY,16.4,20.1,14.26,10.60,16.50
MI,WEXFORD COUNTY,10.3,14.6,12.44,14.60,23.47
MN,MINNESOTA STATE,7.9,10.2,9.47,10.70,19.32
MN,AITKIN COUNTY,11.6,18.7,18.16,22.10,42.49
MN,ANOKA COUNTY,4.2,5.3,4.59,3.90,6.79
MN,BECKER COUNTY,12.2,17.8,15.97,22.00,36.44
MN,BELTRAMI COUNTY,17.6,24.0,19.58,22.50,39.05
MN,BENTON COUNTY,7.1,10.2,11.26,13.00,29.84
MN,BIG STONE COUNTY,12.0,15.1,15.52,20.10,46.03
MN,BLUE EARTH COUNTY,12.9,18.5,12.97,12.90,23.75
MN,BROWN COUNTY,6.4,8.3,10.45,15.40,27.40
MN,CARLTON COUNTY,7.9,12.3,8.82,11.30,15.38
MN,CARVER COUNTY,3.5,4.9,5.99,8.00,20.63
MN,CASS COUNTY,13.6,21.8,19.77,25.30,41.98
MN,CHIPPEWA COUNTY,8.6,12.8,13.53,16.10,31.69
MN,CHISAGO COUNTY,5.1,7.8,7.27,11.10,21.01
MN,CLAY COUNTY,13.2,15.9,11.02,11.60,15.60
MN,CLEARWATER COUNTY,15.1,22.7,22.13,26.50,39.55
MN,COOK COUNTY,10.1,10.9,11.42,12.50,16.09
MN,COTTONWOOD COUNTY,11.7,13.7,13.57,14.40,30.70
MN,CROW WING COUNTY,9.8,15.0,15.48,14.50,23.34
MN,DAKOTA COUNTY,3.6,4.3,4.30,4.30,9.07
MN,DODGE COUNTY,5.8,7.6,10.41,14.10,27.03
MN,DOUGLAS COUNTY,8.5,13.4,15.58,18.40,34.49
MN,FARIBAULT COUNTY,8.6,12.0,11.91,15.90,29.67
MN,FILLMORE COUNTY,10.1,14.8,16.46,18.80,31.34
MN,FREEBORN COUNTY,8.4,10.3,9.10,10.20,22.14
MN,GOODHUE COUNTY,5.7,8.1,8.07,11.70,21.68
MN,GRANT COUNTY,8.4,15.1,14.56,22.30,38.07
MN,HENNEPIN COUNTY,8.3,9.2,7.47,7.30,9.75
MN,HOUSTON COUNTY,6.5,8.8,11.20,12.90,29.15
MN,HUBBARD COUNTY,9.7,17.2,19.00,23.30,38.00
MN,ISANTI COUNTY,5.7,8.7,7.83,8.70,24.59
MN,ITASCA COUNTY,10.6,15.8,10.61,15.00,29.32
MN,JACKSON COUNTY,8.6,11.7,16.28,15.20,34.32
MN,KANABEC COUNTY,9.5,15.4,14.79,15.80,30.59
MN,KANDIYOHI COUNTY,9.2,13.7,11.09,14.30,26.88
MN,KITTSON COUNTY,10.2,12.1,12.91,15.30,26.33
MN,KOOCHICHING COUNTY,12.1,12.9,12.18,13.10,15.80
MN,LAC QUI PARLE COUNTY,8.5,13.0,15.98,22.80,41.68
MN,LAKE COUNTY,7.4,9.5,4.36,7.40,11.61
MN,LAKE OF THE WOODS COUNTY,9.8,10.6,16.98,19.30,34.45
MN,LE SUEUR COUNTY,6.9,8.8,9.17,12.40,28.46
MN,LINCOLN COUNTY,9.7,15.8,22.06,26.90,41.28
MN,LYON COUNTY,10.1,11.8,12.13,15.40,31.38
MN,MAHNOMEN COUNTY,16.7,26.0,23.97,27.10,43.45
MN,MARSHALL COUNTY,9.8,13.8,16.16,26.10,28.23
MN,MARTIN COUNTY,10.5,11.9,9.59,11.30,26.31
MN,MCLEOD COUNTY,4.8,7.5,8.79,11.00,24.85
MN,MEEKER COUNTY,7.1,10.8,13.56,17.80,36.22
MN,MILLE LACS COUNTY,9.6,13.9,12.60,17.70,29.81
MN,MORRISON COUNTY,11.1,16.0,20.51,21.70,38.87
MN,MOWER COUNTY,9.2,10.0,10.02,11.10,15.15
MN,MURRAY COUNTY,8.3,14.2,17.68,17.60,33.59
MN,NICOLLET COUNTY,7.5,8.9,9.77,10.90,20.75
MN,NOBLES COUNTY,11.7,11.7,12.69,15.10,31.98
MN,NORMAN COUNTY,10.3,14.5,15.97,21.60,29.02
MN,OLMSTED COUNTY,6.4,6.9,6.56,8.20,15.14
MN,OTTER TAIL COUNTY,10.1,14.2,15.49,18.70,32.84
MN,PENNINGTON COUNTY,11.1,16.3,11.20,14.00,24.33
MN,PINE COUNTY,11.3,15.0,15.28,16.10,34.31
MN,PIPESTONE COUNTY,9.5,14.8,19.69,20.90,34.64
MN,POLK COUNTY,10.9,14.4,13.35,15.80,22.43
MN,POPE COUNTY,8.8,13.8,17.82,17.00,35.23
MN,RAMSEY COUNTY,10.6,11.4,8.07,7.40,10.26
MN,RED LAKE COUNTY,10.8,15.1,19.62,23.70,26.69
MN,REDWOOD COUNTY,7.7,12.8,15.43,19.10,34.50
MN,RENVILLE COUNTY,8.8,12.9,12.57,15.10,32.85
MN,RICE COUNTY,6.9,8.7,9.93,10.50,22.52
MN,ROCK COUNTY,8.0,12.1,14.26,12.70,24.25
MN,ROSEAU COUNTY,6.6,11.3,15.31,18.50,34.20
MN,SCOTT COUNTY,3.4,4.1,5.43,8.60,22.52
MN,SHERBURNE COUNTY,4.4,7.9,8.77,9.10,20.80
MN,SIBLEY COUNTY,8.1,10.4,12.47,16.10,30.51
MN,ST. LOUIS COUNTY,12.1,14.2,9.23,10.70,17.96
MN,STEARNS COUNTY,8.7,12.3,12.39,16.80,29.45
MN,STEELE COUNTY,6.2,6.7,7.93,9.70,19.00
MN,STEVENS COUNTY,13.6,20.6,19.18,17.50,36.61
MN,SWIFT COUNTY,8.4,14.1,17.33,21.20,35.88
MN,TODD COUNTY,12.9,19.0,20.92,28.40,45.75
MN,TRAVERSE COUNTY,12.0,15.1,17.05,22.80,42.11
MN,WABASHA COUNTY,6.0,8.4,11.12,14.40,25.99
MN,WADENA COUNTY,14.1,21.8,18.36,19.50,36.12
MN,WASECA COUNTY,6.5,9.4,9.23,11.50,25.44
MN,WASHINGTON COUNTY,2.9,4.4,4.27,5.10,10.56
MN,WATONWAN COUNTY,9.8,12.1,11.49,15.10,30.85
MN,WILKIN COUNTY,8.1,11.0,10.65,15.00,28.51
MN,WINONA COUNTY,12.0,12.8,11.20,13.60,23.11
MN,WRIGHT COUNTY,4.7,6.8,6.94,12.40,26.04
MN,YELLOW MEDICINE COUNTY,10.4,14.8,17.16,18.90,38.66
MS,MISSISSIPPI STATE,19.9,25.2,23.93,35.40,54.51
MS,ADAMS COUNTY,25.9,30.5,27.79,35.50,45.18
MS,ALCORN COUNTY,16.6,20.8,18.54,25.10,50.23
MS,AMITE COUNTY,22.6,30.9,31.11,48.90,64.48
MS,ATTALA COUNTY,21.8,30.2,31.29,44.30,61.44
MS,BENTON COUNTY,23.2,29.7,24.41,45.70,72.93
MS,BOLIVAR COUNTY,33.3,42.9,40.54,52.10,72.42
MS,CALHOUN COUNTY,18.1,21.5,23.54,37.70,59.15
MS,CARROLL COUNTY,16.0,28.5,30.11,49.30,78.69
MS,CHICKASAW COUNTY,20.0,21.3,21.36,36.70,56.97
MS,CHOCTAW COUNTY,24.7,25.0,28.48,40.50,68.31
MS,CLAIBORNE COUNTY,32.4,43.6,32.88,52.10,74.35
MS,CLARKE COUNTY,23.0,23.4,21.01,37.00,65.74
MS,CLAY COUNTY,23.5,25.9,24.35,32.60,57.03
MS,COAHOMA COUNTY,35.9,45.5,40.64,54.60,64.93
MS,COPIAH COUNTY,25.1,32.0,29.19,41.80,63.86
MS,COVINGTON COUNTY,23.5,31.2,28.74,37.00,58.76
MS,DESOTO COUNTY,7.1,10.8,15.54,30.00,67.32
MS,FORREST COUNTY,22.5,27.5,22.05,27.80,39.82
MS,FRANKLIN COUNTY,24.1,33.3,31.33,44.50,57.94
MS,GEORGE COUNTY,16.7,24.4,17.24,24.50,46.12
MS,GREENE COUNTY,19.6,26.8,23.99,42.50,70.54
MS,GRENADA COUNTY,20.9,22.3,24.08,33.30,55.79
MS,HANCOCK COUNTY,14.4,22.7,19.94,24.00,49.58
MS,HARRISON COUNTY,14.6,19.0,17.03,20.30,33.23
MS,HINDS COUNTY,19.9,21.2,18.88,25.60,36.76
MS,HOLMES COUNTY,41.1,53.2,46.90,62.10,73.93
MS,HUMPHREYS COUNTY,38.2,45.9,44.68,64.50,77.24
MS,ISSAQUENA COUNTY,33.2,49.3,36.56,50.00,81.57
MS,ITAWAMBA COUNTY,14.0,15.6,15.35,25.40,49.22
MS,JACKSON COUNTY,12.7,16.2,12.05,13.50,27.65
MS,JASPER COUNTY,22.7,30.7,26.97,47.40,62.21
MS,JEFFERSON COUNTY,36.0,46.9,41.11,67.20,79.84
MS,JEFFERSON DAVIS COUNTY,28.2,33.3,27.80,43.70,67.23
MS,JONES COUNTY,19.8,22.7,17.40,27.20,39.51
MS,KEMPER COUNTY,26.0,35.1,37.20,56.10,74.88
MS,LAFAYETTE COUNTY,21.3,25.1,22.09,34.20,54.04
MS,LAMAR COUNTY,13.3,18.8,17.70,32.50,47.46
MS,LAUDERDALE COUNTY,20.8,22.8,20.98,29.00,42.34
MS,LAWRENCE COUNTY,19.6,27.9,19.40,40.80,58.46
MS,LEAKE COUNTY,23.3,29.6,29.54,44.40,65.93
MS,LEE COUNTY,13.4,15.4,15.81,22.90,42.95
MS,LEFLORE COUNTY,34.8,38.9,34.88,47.30,64.56
MS,LINCOLN COUNTY,19.2,23.6,22.13,34.90,48.44
MS,LOWNDES COUNTY,21.3,22.1,22.13,28.80,45.21
MS,MADISON COUNTY,14.0,24.3,29.39,48.80,68.92
MS,MARION COUNTY,24.8,29.6,24.84,41.60,53.70
MS,MARSHALL COUNTY,21.9,30.0,31.88,52.60,73.48
MS,MONROE COUNTY,17.2,21.2,21.31,29.50,49.88
MS,MONTGOMERY COUNTY,24.3,34.0,30.75,45.10,62.41
MS,NESHOBA COUNTY,21.0,26.6,23.82,36.60,58.33
MS,NEWTON COUNTY,19.9,20.9,23.97,34.50,56.79
MS,NOXUBEE COUNTY,32.8,41.4,39.53,59.00,74.00
MS,OKTIBBEHA COUNTY,28.2,30.1,28.16,37.30,56.92
MS,PANOLA COUNTY,25.3,33.8,34.33,44.80,69.45
MS,PEARL RIVER COUNTY,18.4,21.5,22.60,29.50,46.31
MS,PERRY COUNTY,22.0,29.1,26.45,35.90,59.90
MS,PIKE COUNTY,25.3,32.9,27.27,38.60,53.27
MS,PONTOTOC COUNTY,13.8,17.2,19.12,34.30,60.14
MS,PRENTISS COUNTY,16.5,21.5,17.39,28.60,59.27
MS,QUITMAN COUNTY,33.1,41.6,41.38,58.30,74.06
MS,RANKIN COUNTY,9.5,10.6,11.86,18.90,43.25
MS,SCOTT COUNTY,20.7,27.4,27.27,37.50,61.21
MS,SHARKEY COUNTY,38.3,47.5,43.97,57.00,72.37
MS,SIMPSON COUNTY,21.6,22.7,20.49,35.80,58.46
MS,SMITH COUNTY,16.9,24.3,24.10,34.20,59.20
MS,STONE COUNTY,17.5,25.7,20.03,28.40,49.57
MS,SUNFLOWER COUNTY,30.0,41.8,39.44,57.80,72.25
MS,TALLAHATCHIE COUNTY,32.2,41.9,43.50,61.30,76.04
MS,TATE COUNTY,13.5,22.5,25.84,41.10,68.30
MS,TIPPAH COUNTY,16.9,22.6,24.30,35.60,55.21
MS,TISHOMINGO COUNTY,14.1,20.3,13.48,25.90,53.86
MS,TUNICA COUNTY,33.1,56.8,52.94,66.30,78.03
MS,UNION COUNTY,12.6,16.4,20.05,33.20,58.71
MS,WALTHALL COUNTY,27.8,35.9,28.24,43.40,60.40
MS,WARREN COUNTY,18.7,22.4,18.65,28.00,47.45
MS,WASHINGTON COUNTY,29.2,33.8,33.17,41.40,55.27
MS,WAYNE COUNTY,25.4,29.5,29.20,42.20,61.15
MS,WEBSTER COUNTY,18.7,24.4,19.62,38.50,65.13
MS,WILKINSON COUNTY,37.7,42.2,35.49,53.20,70.67
MS,WINSTON COUNTY,23.7,26.6,25.00,39.30,57.27
MS,YALOBUSHA COUNTY,21.8,26.4,24.57,45.10,59.87
MS,YAZOO COUNTY,31.9,39.2,36.31,51.30,62.46
MO,MISSOURI STATE,11.7,13.3,12.16,14.70,24.92
MO,ADAIR COUNTY,23.3,24.9,15.98,20.50,34.61
MO,ANDREW COUNTY,8.2,12.9,8.70,16.20,32.28
MO,ATCHISON COUNTY,11.6,18.1,12.57,17.90,33.88
MO,AUDRAIN COUNTY,14.8,14.9,11.53,16.10,24.69
MO,BARRY COUNTY,16.6,16.6,15.42,23.60,42.26
MO,BARTON COUNTY,13.0,14.2,14.54,20.90,39.71
MO,BATES COUNTY,14.5,17.7,15.22,22.50,33.92
MO,BENTON COUNTY,15.7,20.2,17.26,26.10,38.55
MO,BOLLINGER COUNTY,13.8,19.7,24.06,32.00,51.48
MO,BOONE COUNTY,14.5,16.6,12.67,14.60,21.83
MO,BUCHANAN COUNTY,12.2,15.6,11.26,13.40,18.88
MO,BUTLER COUNTY,18.6,25.0,24.18,32.10,49.59
MO,CALDWELL COUNTY,11.9,18.2,14.57,20.90,40.00
MO,CALLAWAY COUNTY,8.5,10.4,9.15,13.80,27.24
MO,CAMDEN COUNTY,11.4,12.6,14.38,23.70,41.93
MO,CAPE GIRARDEAU COUNTY,11.1,13.9,11.93,14.50,27.19
MO,CARROLL COUNTY,13.7,14.2,16.16,15.60,35.65
MO,CARTER COUNTY,25.2,27.6,24.41,27.40,56.37
MO,CASS COUNTY,5.8,8.2,7.93,11.90,25.39
MO,CEDAR COUNTY,17.4,20.9,16.73,27.10,40.85
MO,CHARITON COUNTY,11.6,14.4,15.38,22.10,39.00
MO,CHRISTIAN COUNTY,9.1,10.1,11.77,22.00,37.09
MO,CLARK COUNTY,14.1,20.5,15.16,21.40,34.74
MO,CLAY COUNTY,5.5,5.9,5.30,5.60,9.51
MO,CLINTON COUNTY,9.3,12.0,8.58,14.90,31.70
MO,COLE COUNTY,8.7,8.0,6.56,10.70,19.65
MO,COOPER COUNTY,10.7,12.7,11.59,19.50,29.24
MO,CRAWFORD COUNTY,16.3,16.1,17.09,20.90,38.21
MO,DADE COUNTY,13.4,17.3,14.91,27.40,48.63
MO,DALLAS COUNTY,17.9,23.2,19.20,32.60,48.69
MO,DAVIESS COUNTY,15.2,23.2,17.87,24.30,40.27
MO,DEKALB COUNTY,10.8,13.8,16.45,19.80,36.39
MO,DENT COUNTY,17.2,25.2,20.17,24.70,43.20
MO,DOUGLAS COUNTY,17.5,25.2,24.94,36.40,54.65
MO,DUNKLIN COUNTY,24.5,29.9,23.64,34.40,51.55
MO,FRANKLIN COUNTY,7.0,8.3,9.14,10.30,22.15
MO,GASCONADE COUNTY,9.5,10.8,12.27,16.20,31.96
MO,GENTRY COUNTY,12.0,18.9,16.87,21.00,40.58
MO,GREENE COUNTY,12.1,14.1,12.59,14.50,24.54
MO,GRUNDY COUNTY,15.8,20.4,16.90,18.30,35.83
MO,HARRISON COUNTY,13.5,18.8,19.23,27.50,45.42
MO,HENRY COUNTY,14.3,18.1,13.66,18.80,33.51
MO,HICKORY COUNTY,19.7,21.9,25.46,31.20,50.11
MO,HOLT COUNTY,13.0,17.5,16.00,18.50,35.62
MO,HOWARD COUNTY,11.6,14.1,13.40,22.50,35.62
MO,HOWELL COUNTY,18.7,25.4,21.29,27.10,45.33
MO,IRON COUNTY,19.0,23.7,17.27,27.30,45.84
MO,JACKSON COUNTY,11.9,13.0,11.03,11.30,16.76
MO,JASPER COUNTY,14.5,15.3,13.42,16.90,29.30
MO,JEFFERSON COUNTY,6.8,7.5,6.64,8.30,16.21
MO,JOHNSON COUNTY,14.9,15.4,13.25,15.70,29.07
MO,KNOX COUNTY,18.0,22.7,22.89,22.70,36.62
MO,LACLEDE COUNTY,14.3,16.7,17.28,22.90,42.14
MO,LAFAYETTE COUNTY,8.8,12.2,10.46,11.70,27.54
MO,LAWRENCE COUNTY,14.1,16.1,14.92,18.10,34.07
MO,LEWIS COUNTY,16.1,17.7,13.53,18.30,30.92
MO,LINCOLN COUNTY,8.3,11.8,10.68,14.30,30.23
MO,LINN COUNTY,14.9,17.5,13.41,18.90,35.65
MO,LIVINGSTON COUNTY,12.4,15.1,14.77,17.90,36.55
MO,MACON COUNTY,12.5,14.4,12.84,18.80,35.36
MO,MADISON COUNTY,17.2,21.9,21.70,22.30,38.14
MO,MARIES COUNTY,13.1,16.5,15.78,25.50,42.51
MO,MARION COUNTY,12.1,16.8,11.98,15.10,27.19
MO,MCDONALD COUNTY,20.7,20.6,22.11,26.20,50.33
MO,MERCER COUNTY,13.3,18.3,20.14,28.40,41.75
MO,MILLER COUNTY,14.2,17.5,14.36,20.90,37.95
MO,MISSISSIPPI COUNTY,23.7,29.7,25.67,43.10,56.57
MO,MONITEAU COUNTY,9.9,11.6,12.11,19.90,36.83
MO,MONROE COUNTY,11.9,18.2,16.48,20.10,40.08
MO,MONTGOMERY COUNTY,11.8,13.9,13.38,18.30,35.98
MO,MORGAN COUNTY,16.2,16.8,17.86,23.90,40.41
MO,NEW MADRID COUNTY,22.1,26.9,27.39,41.10,63.07
MO,NEWTON COUNTY,11.6,14.0,14.41,18.80,31.95
